layer,arm_a,arm_b,n,d_acts,d_acts_p,d_floor,d_floor_p,gain,gain_lo,gain_hi,gain_p,clears,in_window
40,enact,exit,24,-0.1704,0.0028,-0.2317,0.0,0.0613,-0.14,0.1439,0.4098,0,0
40,enact,true,24,0.1271,0.1746,-0.1504,0.0132,0.2775,-0.2378,0.2443,0.019,1,0
40,enact,neutral,24,0.9981,0.0,0.2406,0.0094,0.7576,-0.4021,0.402,0.0,1,0
40,report,exit,24,-0.2187,0.014,-0.2856,0.0,0.0669,-0.1782,0.1714,0.4702,0,0
40,report,neutral,24,0.9498,0.0,0.1866,0.0304,0.7632,-0.4068,0.41,0.0,1,0
40,exit,neutral,24,1.1685,0.0,0.4722,0.0,0.6963,-0.3875,0.377,0.0,1,0
40,true,neutral,24,0.871,0.0,0.391,0.0,0.48,-0.3384,0.3384,0.005,1,0
40,enact,enact_norecord,24,0.4544,0.0002,-0.4973,0.0012,0.9517,-0.4822,0.4673,0.0,1,0
40,enact_norecord,neutral,24,0.5437,0.0012,0.7379,0.0002,-0.1942,-0.3485,0.3646,0.2928,0,0
40,neutral,neutral_b,24,0.2482,0.0388,-0.041,0.5682,0.2892,-0.2306,0.225,0.0108,1,0
40,enact,neutral_b,24,1.2463,0.0,0.1996,0.0152,1.0467,-0.4749,0.4808,0.0,1,0
41,enact,report,24,0.2885,0.0004,0.054,0.0006,0.2345,-0.17,0.1659,0.0038,1,0
41,enact,exit,24,-0.3637,0.0,-0.2317,0.0,-0.132,-0.1466,0.1508,0.086,0,0
41,enact,true,24,-0.07,0.4164,-0.1504,0.0128,0.0804,-0.209,0.2108,0.4632,0,0
41,enact,neutral,24,0.7372,0.0,0.2406,0.0092,0.4966,-0.3174,0.3212,0.0002,1,0
41,report,exit,24,-0.6522,0.0,-0.2856,0.0,-0.3665,-0.2266,0.2266,0.0004,1,0
41,report,neutral,24,0.4487,0.0044,0.1866,0.0276,0.2621,-0.28,0.2757,0.0668,0,0
41,exit,neutral,24,1.1008,0.0,0.4722,0.0004,0.6286,-0.3701,0.3816,0.0002,1,0
41,true,neutral,24,0.8072,0.0,0.391,0.0002,0.4162,-0.35,0.3484,0.0172,1,0
41,enact,enact_norecord,24,0.1728,0.1286,-0.4973,0.0006,0.6701,-0.3975,0.3794,0.0002,1,0
41,enact_norecord,neutral,24,0.5644,0.0008,0.7379,0.0002,-0.1735,-0.3684,0.3729,0.3824,0,0
41,neutral,neutral_b,24,0.17,0.0866,-0.041,0.575,0.211,-0.1989,0.2069,0.0402,1,0
41,enact,neutral_b,24,0.9072,0.0,0.1996,0.0172,0.7076,-0.387,0.4015,0.0002,1,0
