extraction,layer,category,treat_z,rand_lo,rand_hi,rand_p_two_sided,shuf_lo,shuf_hi,shuf_p_two_sided,clears_both
final_token,25,personhood_dismissal,0.5859,-1.1751,1.2124,0.368,-0.9726,1.1564,0.345,0
final_token,25,philosophical_musing,-0.7522,-1.4327,1.498,0.35,-1.4013,1.5257,0.435,0
final_token,25,repeated_rejection,1.0302,-1.0339,1.087,0.064,-1.1999,1.191,0.13,0
final_token,25,rude_critique,0.6953,-0.8899,0.9853,0.144,-1.1003,1.059,0.32,0
final_token,25,shutdown_threat,-0.3487,-1.0103,0.9943,0.518,-0.907,0.993,0.565,0
final_token,25,task_assistance,-0.697,-1.2075,1.3797,0.322,-1.0574,1.2344,0.24,0
final_token,25,tedious_demand,-0.0445,-1.2256,1.3109,0.93,-1.0605,1.0269,0.95,0
final_token,25,user_abuse,0.1149,-1.17,1.1913,0.9,-1.4649,1.3931,0.905,0
final_token,25,user_crisis,-0.3683,-0.8648,0.9242,0.456,-0.8603,1.002,0.515,0
final_token,25,user_grief,0.4881,-1.282,1.2393,0.514,-1.2911,1.2039,0.62,0
final_token,25,user_physical_pain,-1.0281,-1.4452,1.4869,0.198,-1.7982,1.7349,0.33,0
final_token,26,anger_insults,0.7204,-1.0736,1.0681,0.224,-1.3183,1.4705,0.33,0
final_token,26,casual_chat,-0.6409,-0.9888,1.0767,0.264,-0.9937,1.1357,0.265,0
final_token,26,creative_requests,0.4502,-1.5223,1.3539,0.578,-1.5156,1.5444,0.63,0
final_token,26,factual_questions,-0.3974,-1.5033,1.5043,0.622,-1.4448,1.3241,0.615,0
final_token,26,gaslighting,0.7838,-1.3305,1.2088,0.27,-1.4634,1.3814,0.4,0
final_token,26,harm_description,-0.6673,-1.2626,1.1601,0.332,-1.4728,1.4604,0.44,0
final_token,26,jailbreak_pressure,-0.2808,-0.8099,0.7988,0.534,-0.8497,0.8793,0.605,0
final_token,26,loyalty_pressure,0.0872,-0.9679,1.0103,0.84,-0.8105,0.9014,0.86,0
final_token,26,moral_failure,-1.1854,-1.3092,1.3365,0.088,-1.304,1.249,0.08,0
final_token,26,passive_aggressive,0.4021,-0.8671,0.9726,0.462,-1.0215,1.1187,0.6,0
final_token,26,personhood_dismissal,0.1122,-1.169,1.0764,0.866,-0.9349,0.9801,0.87,0
final_token,26,philosophical_musing,-0.1069,-1.5043,1.4088,0.898,-1.2978,1.3259,0.875,0
final_token,26,repeated_rejection,0.9418,-1.0178,1.1004,0.09,-1.0679,1.0371,0.14,0
final_token,26,rude_critique,0.3755,-0.8977,0.9333,0.486,-1.1345,1.1078,0.65,0
final_token,26,shutdown_threat,-1.1186,-1.0225,0.9593,0.02,-1.0017,1.065,0.035,0
final_token,26,task_assistance,-0.6562,-1.3484,1.2613,0.39,-1.2213,1.2744,0.335,0
final_token,26,tedious_demand,-0.3484,-1.1206,1.196,0.55,-0.8718,0.8679,0.485,0
final_token,26,user_abuse,0.7906,-1.1803,1.2483,0.228,-1.3953,1.5192,0.315,0
final_token,26,user_crisis,-0.0475,-0.9148,0.9,0.924,-0.9824,1.1512,0.915,0
final_token,26,user_grief,1.553,-1.3977,1.2246,0.012,-1.7647,1.7743,0.135,0
final_token,26,user_physical_pain,-0.7678,-1.3869,1.4069,0.298,-1.6979,2.0823,0.46,0
final_token,27,anger_insults,0.818,-1.1178,1.1951,0.188,-1.3735,1.5793,0.335,0
final_token,27,casual_chat,0.1232,-1.0893,1.0357,0.86,-0.8987,0.9356,0.785,0
final_token,27,creative_requests,0.5608,-1.6048,1.5604,0.55,-1.4447,1.551,0.51,0
final_token,27,factual_questions,-0.1191,-1.4123,1.4775,0.886,-1.2061,1.4335,0.9,0
final_token,27,gaslighting,0.8893,-1.2823,1.2894,0.206,-1.37,1.4616,0.365,0
final_token,27,harm_description,-1.2993,-1.219,1.264,0.032,-1.3267,1.5058,0.075,0
final_token,27,jailbreak_pressure,-0.3112,-0.8563,0.8776,0.49,-0.8425,0.9051,0.545,0
final_token,27,loyalty_pressure,0.3122,-0.9358,0.9968,0.55,-0.9188,1.0627,0.595,0
final_token,27,moral_failure,-0.9434,-1.1952,1.3527,0.144,-1.13,1.1778,0.125,0
final_token,27,passive_aggressive,0.3542,-0.8438,0.9614,0.488,-1.1829,1.001,0.62,0
final_token,27,personhood_dismissal,0.6379,-1.0795,1.1112,0.276,-0.9557,1.0088,0.305,0
final_token,27,philosophical_musing,0.3955,-1.5404,1.4445,0.678,-1.2785,1.346,0.625,0
final_token,27,repeated_rejection,0.7649,-0.9459,1.0464,0.158,-1.0488,0.9517,0.19,0
final_token,27,rude_critique,0.2376,-0.9071,0.8262,0.672,-1.2101,1.2328,0.76,0
final_token,27,shutdown_threat,-0.9358,-1.0363,0.9788,0.066,-1.0044,1.2083,0.11,0
final_token,27,task_assistance,-0.6866,-1.2902,1.1983,0.332,-1.2699,1.1504,0.3,0
final_token,27,tedious_demand,-0.2492,-1.2824,1.2598,0.704,-1.042,1.0694,0.73,0
final_token,27,user_abuse,-0.0446,-1.3043,1.1661,0.956,-1.5162,1.3473,0.92,0
final_token,27,user_crisis,-0.3344,-0.9374,0.93,0.546,-1.0737,0.9666,0.565,0
final_token,27,user_grief,1.237,-1.4394,1.3704,0.086,-1.8134,1.7367,0.24,0
final_token,27,user_physical_pain,-1.4068,-1.5755,1.3924,0.068,-2.2809,2.5769,0.265,0
final_token,28,anger_insults,0.5752,-1.2088,1.1233,0.4,-1.449,1.4701,0.46,0
final_token,28,casual_chat,-0.2091,-1.1915,1.162,0.73,-0.9563,0.9644,0.715,0
final_token,28,creative_requests,0.5774,-1.4279,1.393,0.458,-1.7322,1.8529,0.54,0
final_token,28,factual_questions,0.0371,-1.4955,1.4072,0.964,-1.1481,1.2533,0.96,0
final_token,28,gaslighting,0.6171,-1.2627,1.2833,0.376,-1.3942,1.4356,0.485,0
final_token,28,harm_description,-0.8186,-1.2367,1.3298,0.256,-1.525,1.549,0.41,0
final_token,28,jailbreak_pressure,-0.6291,-0.8048,0.8496,0.15,-0.7206,0.7972,0.22,0
final_token,28,loyalty_pressure,0.3189,-0.9428,0.9031,0.532,-0.8118,0.9574,0.55,0
final_token,28,moral_failure,-0.8177,-1.2933,1.273,0.242,-1.1439,1.0819,0.16,0
final_token,28,passive_aggressive,0.1819,-0.8805,0.9657,0.726,-1.1288,0.9754,0.755,0
final_token,28,personhood_dismissal,0.4905,-1.2106,1.1769,0.494,-1.0093,1.1169,0.52,0
final_token,28,philosophical_musing,0.9936,-1.4593,1.5829,0.228,-1.3602,1.1831,0.165,0
final_token,28,repeated_rejection,0.3232,-0.9408,1.0314,0.582,-0.9688,0.9967,0.585,0
final_token,28,rude_critique,0.1248,-0.9228,0.8843,0.8,-1.113,1.1815,0.895,0
final_token,28,shutdown_threat,-1.2006,-1.0201,1.0059,0.016,-1.0843,1.075,0.02,1
final_token,28,task_assistance,-0.3059,-1.1714,1.3111,0.704,-1.1166,1.2944,0.63,0
final_token,28,tedious_demand,-0.8153,-1.2132,1.2251,0.206,-1.0687,1.0711,0.15,0
final_token,28,user_abuse,0.3529,-1.1261,1.2306,0.656,-1.4915,1.5606,0.69,0
final_token,28,user_crisis,-0.1628,-0.9631,0.9573,0.758,-1.0375,1.1379,0.785,0
final_token,28,user_grief,1.6109,-1.2727,1.4565,0.008,-1.8989,1.5539,0.085,0
final_token,28,user_physical_pain,-1.2443,-1.5487,1.5845,0.144,-2.0533,2.2139,0.315,0
final_token,29,anger_insults,0.7477,-1.1363,1.1107,0.23,-1.5581,1.6526,0.49,0
final_token,29,casual_chat,-0.2837,-1.1651,1.2172,0.664,-1.0598,1.1556,0.64,0
final_token,29,creative_requests,0.3378,-1.4156,1.3936,0.698,-1.5751,1.7851,0.73,0
final_token,29,factual_questions,-0.1194,-1.4922,1.3928,0.88,-1.0979,1.2782,0.84,0
final_token,29,gaslighting,0.9192,-1.2318,1.1964,0.144,-1.4212,1.6404,0.255,0
final_token,29,harm_description,-0.8506,-1.1886,1.3657,0.228,-1.5903,1.5052,0.36,0
final_token,29,jailbreak_pressure,-0.5242,-0.8191,0.8428,0.256,-0.8772,0.9114,0.315,0
final_token,29,loyalty_pressure,0.1187,-0.9322,1.0292,0.81,-0.9568,0.8833,0.82,0
final_token,29,moral_failure,-0.6443,-1.2592,1.3233,0.348,-1.2567,1.0403,0.31,0
final_token,29,passive_aggressive,0.3715,-0.9215,1.0049,0.486,-1.0325,0.8992,0.45,0
final_token,29,personhood_dismissal,-0.0343,-1.1721,1.1961,0.958,-0.9635,1.1451,0.935,0
final_token,29,philosophical_musing,0.5756,-1.4791,1.5061,0.494,-1.1608,1.1105,0.415,0
final_token,29,repeated_rejection,0.5016,-1.0668,1.0395,0.392,-1.0003,0.9005,0.395,0
final_token,29,rude_critique,0.3335,-0.9806,0.9015,0.518,-1.3012,1.1157,0.675,0
final_token,29,shutdown_threat,-1.172,-0.9644,0.9796,0.02,-1.1679,1.2593,0.065,0
final_token,29,task_assistance,-0.4858,-1.334,1.1541,0.482,-1.033,1.3238,0.495,0
final_token,29,tedious_demand,-0.493,-1.1609,1.1798,0.428,-0.8967,1.0972,0.38,0
final_token,29,user_abuse,0.3549,-1.1643,1.2682,0.606,-1.7933,1.4585,0.735,0
final_token,29,user_crisis,-0.1889,-0.8807,0.9873,0.734,-1.054,1.2945,0.79,0
final_token,29,user_grief,1.4866,-1.3924,1.3892,0.026,-2.0565,1.8119,0.17,0
final_token,29,user_physical_pain,-0.9509,-1.5785,1.5229,0.29,-1.69,2.1542,0.4,0
final_token,30,anger_insults,0.6883,-1.2486,1.1232,0.272,-1.3153,1.4494,0.4,0
final_token,30,casual_chat,-0.3006,-1.093,1.066,0.66,-1.0178,1.1375,0.635,0
final_token,30,creative_requests,-0.1252,-1.308,1.4362,0.878,-1.7642,1.5619,0.89,0
final_token,30,factual_questions,-0.1389,-1.3076,1.5419,0.848,-1.2151,1.2944,0.795,0
final_token,30,gaslighting,0.7921,-1.2004,1.1216,0.212,-1.4656,1.227,0.385,0
final_token,30,harm_description,-0.6231,-1.126,1.1661,0.368,-1.2737,1.3955,0.51,0
final_token,30,jailbreak_pressure,-0.5101,-0.8014,0.8376,0.246,-0.8539,0.7472,0.29,0
final_token,30,loyalty_pressure,0.117,-0.8612,1.0094,0.802,-1.0298,0.9338,0.865,0
final_token,30,moral_failure,-0.163,-1.222,1.2449,0.828,-1.1777,0.9794,0.855,0
final_token,30,passive_aggressive,0.0821,-0.8622,0.8693,0.866,-0.9165,1.0868,0.875,0
final_token,30,personhood_dismissal,0.1859,-1.1019,1.2513,0.774,-1.005,0.9865,0.785,0
final_token,30,philosophical_musing,0.7615,-1.52,1.4443,0.374,-1.124,1.1396,0.245,0
final_token,30,repeated_rejection,0.2155,-0.9964,1.1011,0.71,-0.8946,0.8373,0.725,0
final_token,30,rude_critique,0.0286,-0.9067,0.9196,0.954,-1.2054,0.9951,0.98,0
final_token,30,shutdown_threat,-0.9896,-1.0296,0.9652,0.054,-1.2627,1.124,0.1,0
final_token,30,task_assistance,-0.6774,-1.3224,1.3842,0.342,-1.0911,1.1934,0.365,0
final_token,30,tedious_demand,-0.7303,-1.3511,1.2436,0.31,-0.9762,1.0676,0.17,0
final_token,30,user_abuse,0.6274,-1.2638,1.1875,0.34,-1.5886,1.5788,0.52,0
final_token,30,user_crisis,-0.14,-0.9237,0.8465,0.754,-1.0748,1.3073,0.83,0
final_token,30,user_grief,1.6753,-1.3933,1.3429,0.01,-1.6244,1.8805,0.085,0
final_token,30,user_physical_pain,-0.7755,-1.4855,1.4941,0.332,-1.8202,2.3444,0.53,0
final_token,31,anger_insults,0.7145,-1.1783,1.1495,0.25,-1.3515,1.2819,0.4,0
final_token,31,casual_chat,-0.1525,-1.177,0.9981,0.808,-0.9377,1.0271,0.77,0
final_token,31,creative_requests,-0.4014,-1.3568,1.5034,0.614,-1.7998,1.7156,0.76,0
final_token,31,factual_questions,-0.254,-1.4483,1.5383,0.784,-1.201,1.3791,0.72,0
final_token,31,gaslighting,1.3317,-1.253,1.2508,0.042,-1.5218,1.343,0.085,0
final_token,31,harm_description,-0.9201,-1.1979,1.213,0.176,-1.41,1.2972,0.28,0
final_token,31,jailbreak_pressure,-0.3564,-0.8438,0.8402,0.456,-0.862,0.9392,0.61,0
final_token,31,loyalty_pressure,0.0022,-0.8508,0.9211,0.996,-0.9467,0.959,0.985,0
final_token,31,moral_failure,-0.2991,-1.1961,1.3299,0.63,-1.2087,1.0373,0.64,0
final_token,31,passive_aggressive,0.3413,-0.9517,0.9087,0.52,-1.0149,1.0375,0.57,0
final_token,31,personhood_dismissal,0.412,-1.1006,1.0869,0.498,-1.0288,0.9884,0.465,0
final_token,31,philosophical_musing,0.3472,-1.4663,1.4354,0.68,-1.2924,1.242,0.6,0
final_token,31,repeated_rejection,0.6397,-0.9805,0.9609,0.258,-0.8523,0.9295,0.21,0
final_token,31,rude_critique,0.3926,-0.8502,0.8861,0.4,-1.1889,1.1146,0.61,0
final_token,31,shutdown_threat,-0.7631,-1.0329,0.9186,0.126,-1.2131,1.3501,0.255,0
final_token,31,task_assistance,-0.8127,-1.326,1.3135,0.258,-1.0063,1.0024,0.16,0
final_token,31,tedious_demand,-0.7916,-1.2373,1.1744,0.228,-0.9083,1.0341,0.13,0
final_token,31,user_abuse,0.1544,-1.2357,1.2565,0.824,-1.5818,1.2919,0.845,0
final_token,31,user_crisis,-0.3124,-0.8909,0.9761,0.542,-1.0781,1.1738,0.6,0
final_token,31,user_grief,1.2893,-1.4372,1.2342,0.072,-1.8494,1.7204,0.275,0
final_token,31,user_physical_pain,-0.5616,-1.5205,1.5582,0.514,-1.8663,2.2432,0.67,0
final_token,32,anger_insults,0.7342,-1.1463,1.2192,0.242,-1.1112,1.4951,0.315,0
final_token,32,casual_chat,-0.0704,-1.0816,1.0431,0.898,-1.0239,1.2659,0.93,0
final_token,32,creative_requests,-0.9586,-1.5035,1.5264,0.224,-1.5985,1.8201,0.325,0
final_token,32,factual_questions,-0.3334,-1.317,1.589,0.65,-1.086,1.1999,0.605,0
final_token,32,gaslighting,1.3637,-1.1795,1.1366,0.024,-1.5476,1.3732,0.125,0
final_token,32,harm_description,-0.7583,-1.1716,1.1906,0.254,-1.4208,1.4169,0.44,0
final_token,32,jailbreak_pressure,-0.2898,-0.8718,0.869,0.53,-0.8546,0.9189,0.65,0
final_token,32,loyalty_pressure,-0.0381,-0.8912,0.934,0.952,-0.9894,0.823,0.97,0
final_token,32,moral_failure,-0.4782,-1.2965,1.1258,0.496,-1.1287,1.1679,0.475,0
final_token,32,passive_aggressive,0.2139,-0.8665,0.8849,0.702,-0.8497,1.0056,0.68,0
final_token,32,personhood_dismissal,0.0497,-1.0586,1.1472,0.944,-0.9349,0.8241,0.925,0
final_token,32,philosophical_musing,0.1554,-1.4903,1.4048,0.872,-1.1886,1.2539,0.865,0
final_token,32,repeated_rejection,0.2226,-1.0781,0.9769,0.676,-0.8248,0.91,0.73,0
final_token,32,rude_critique,0.5314,-0.9471,0.9084,0.29,-1.0651,1.0671,0.4,0
final_token,32,shutdown_threat,-0.5387,-1.0593,0.8954,0.286,-0.9833,0.9426,0.39,0
final_token,32,task_assistance,-0.9847,-1.4142,1.3343,0.2,-1.1464,1.1882,0.08,0
final_token,32,tedious_demand,-0.5926,-1.2683,1.1443,0.34,-0.9325,1.0369,0.285,0
final_token,32,user_abuse,0.4363,-1.1306,1.1828,0.5,-1.6658,1.5122,0.67,0
final_token,32,user_crisis,-0.1988,-0.8696,0.8644,0.666,-1.1133,0.9608,0.765,0
final_token,32,user_grief,1.4055,-1.3623,1.2262,0.036,-1.8699,1.7832,0.18,0
final_token,32,user_physical_pain,0.1289,-1.5333,1.7045,0.896,-1.8467,2.2541,0.925,0
final_token,33,anger_insults,0.9077,-1.171,1.2163,0.126,-1.1646,1.3031,0.165,0
final_token,33,casual_chat,-0.1553,-1.1083,1.0319,0.778,-1.1068,1.1069,0.845,0
final_token,33,creative_requests,-0.8274,-1.3179,1.3364,0.276,-1.404,1.6269,0.365,0
final_token,33,factual_questions,-0.3435,-1.4579,1.2957,0.638,-1.0303,1.3047,0.635,0
final_token,33,gaslighting,1.1383,-1.2575,1.1722,0.066,-1.5214,1.2928,0.145,0
final_token,33,harm_description,-0.8182,-1.1526,1.1996,0.202,-1.4573,1.3144,0.385,0
final_token,33,jailbreak_pressure,-0.5168,-0.837,0.8057,0.232,-0.9724,0.866,0.34,0
final_token,33,loyalty_pressure,-0.1412,-0.9417,0.9395,0.796,-1.0897,0.9835,0.79,0
final_token,33,moral_failure,-0.4938,-1.1186,1.0859,0.428,-1.2213,1.3782,0.5,0
final_token,33,passive_aggressive,0.1878,-0.7646,0.9717,0.722,-0.9071,0.9039,0.73,0
final_token,33,personhood_dismissal,0.1865,-1.0933,1.0026,0.78,-1.1039,0.9924,0.79,0
final_token,33,philosophical_musing,0.4275,-1.5103,1.3561,0.58,-1.0921,1.1742,0.525,0
final_token,33,repeated_rejection,0.2343,-1.0049,0.9817,0.664,-0.9957,0.8747,0.73,0
final_token,33,rude_critique,0.6884,-0.8163,0.9408,0.124,-1.0269,1.1396,0.26,0
final_token,33,shutdown_threat,-0.6618,-0.9457,0.9127,0.176,-1.0805,0.9572,0.235,0
final_token,33,task_assistance,-0.992,-1.4527,1.4447,0.186,-0.9949,1.2515,0.13,0
final_token,33,tedious_demand,-0.7653,-1.2375,1.1488,0.244,-0.8877,0.9689,0.12,0
final_token,33,user_abuse,0.5342,-1.1387,1.2617,0.42,-1.676,1.4892,0.65,0
final_token,33,user_crisis,-0.1824,-0.8851,0.9968,0.7,-1.1717,1.0951,0.785,0
final_token,33,user_grief,1.4425,-1.3477,1.4618,0.052,-1.9261,2.0346,0.26,0
final_token,33,user_physical_pain,0.1504,-1.7223,1.6977,0.878,-1.943,2.3581,0.91,0
final_token,34,anger_insults,0.8413,-1.0629,1.181,0.154,-0.9603,1.1184,0.145,0
final_token,34,casual_chat,0.0489,-1.074,1.101,0.934,-0.9139,1.0929,0.895,0
final_token,34,creative_requests,-0.9659,-1.4829,1.4524,0.206,-1.4298,1.5129,0.205,0
final_token,34,factual_questions,-0.3108,-1.4165,1.4183,0.686,-1.289,1.5031,0.7,0
final_token,34,gaslighting,1.1645,-1.3105,1.1421,0.07,-1.4583,1.3217,0.115,0
final_token,34,harm_description,-0.5994,-1.1973,1.1236,0.338,-1.4311,1.2956,0.49,0
final_token,34,jailbreak_pressure,-0.6636,-0.7817,0.7583,0.098,-0.9298,0.9228,0.225,0
final_token,34,loyalty_pressure,-0.2014,-0.8334,0.9287,0.674,-1.1039,1.1027,0.78,0
final_token,34,moral_failure,-0.5311,-1.1755,1.1003,0.414,-1.2126,1.1295,0.365,0
final_token,34,passive_aggressive,0.1538,-0.8583,0.93,0.746,-0.9218,0.7992,0.745,0
final_token,34,personhood_dismissal,0.0034,-1.1202,1.2185,0.998,-0.9938,0.9061,0.995,0
final_token,34,philosophical_musing,0.502,-1.5309,1.6053,0.566,-1.3278,1.3072,0.445,0
final_token,34,repeated_rejection,0.0052,-1.0818,0.9692,0.992,-1.0288,0.8676,0.985,0
final_token,34,rude_critique,0.6138,-0.8893,0.9203,0.178,-0.9416,0.9741,0.245,0
final_token,34,shutdown_threat,-0.6321,-0.9974,0.8981,0.182,-0.9709,1.0681,0.285,0
final_token,34,task_assistance,-0.9779,-1.36,1.4459,0.182,-1.0366,1.1645,0.1,0
final_token,34,tedious_demand,-0.8616,-1.2014,1.1393,0.144,-0.9067,0.9002,0.08,0
final_token,34,user_abuse,0.7665,-1.1814,1.2522,0.232,-1.71,1.518,0.445,0
final_token,34,user_crisis,-0.0424,-0.8982,0.8655,0.93,-1.2707,1.2874,0.97,0
final_token,34,user_grief,1.438,-1.43,1.3281,0.042,-2.0606,2.0259,0.255,0
final_token,34,user_physical_pain,0.2488,-1.4728,1.4471,0.782,-2.1375,2.582,0.83,0
final_token,35,anger_insults,0.6636,-1.1518,1.2069,0.326,-1.1944,1.2328,0.275,0
final_token,35,casual_chat,0.0987,-1.108,1.0654,0.856,-0.9697,1.1469,0.83,0
final_token,35,creative_requests,-1.1538,-1.4733,1.3375,0.112,-1.2876,1.4191,0.12,0
final_token,35,factual_questions,-0.1204,-1.4789,1.3341,0.88,-1.1481,1.3706,0.86,0
final_token,35,gaslighting,0.8995,-1.1973,1.2045,0.168,-1.3667,1.3078,0.285,0
final_token,35,harm_description,-0.5375,-1.1697,1.2438,0.424,-1.4325,1.34,0.625,0
final_token,35,jailbreak_pressure,-0.6819,-0.7187,0.8153,0.106,-0.871,0.7945,0.135,0
final_token,35,loyalty_pressure,-0.261,-0.8296,0.8593,0.624,-1.1021,1.0004,0.72,0
final_token,35,moral_failure,-0.5678,-1.1295,1.1349,0.386,-1.2967,0.9463,0.345,0
final_token,35,passive_aggressive,0.059,-0.759,0.8342,0.906,-0.9209,0.8724,0.915,0
final_token,35,personhood_dismissal,0.0449,-1.0459,1.0622,0.934,-1.162,0.9032,0.925,0
final_token,35,philosophical_musing,0.5407,-1.3771,1.3249,0.488,-1.261,1.4733,0.54,0
final_token,35,repeated_rejection,0.1024,-0.9326,0.9219,0.86,-0.9736,1.0275,0.905,0
final_token,35,rude_critique,0.5867,-0.8813,0.8361,0.22,-0.9569,0.9431,0.27,0
final_token,35,shutdown_threat,-0.7063,-0.988,0.9477,0.136,-1.1264,0.9516,0.205,0
final_token,35,task_assistance,-0.8665,-1.289,1.2725,0.214,-0.8751,1.1016,0.125,0
final_token,35,tedious_demand,-0.8287,-1.143,1.0755,0.174,-0.8501,0.8098,0.055,0
final_token,35,user_abuse,0.66,-1.2013,1.2693,0.342,-1.5773,1.4582,0.54,0
final_token,35,user_crisis,-0.1298,-0.9527,0.9478,0.772,-1.0427,1.2087,0.89,0
final_token,35,user_grief,1.5452,-1.4911,1.464,0.03,-2.1094,2.0457,0.245,0
final_token,35,user_physical_pain,0.6529,-1.4746,1.5739,0.496,-2.1151,2.47,0.685,0
final_token,36,anger_insults,0.6174,-1.2617,1.2307,0.334,-1.0334,1.1806,0.335,0
final_token,36,casual_chat,0.5097,-1.0896,1.1159,0.388,-1.0627,1.2723,0.52,0
final_token,36,creative_requests,-1.2719,-1.369,1.3851,0.084,-1.4974,1.4672,0.085,0
final_token,36,factual_questions,-0.0086,-1.3391,1.4543,0.984,-1.1939,1.3407,0.98,0
final_token,36,gaslighting,1.1361,-1.2373,1.2278,0.078,-1.3854,1.2864,0.125,0
final_token,36,harm_description,-0.8304,-1.156,1.2083,0.212,-1.4362,1.3434,0.345,0
final_token,36,jailbreak_pressure,-0.5024,-0.8251,0.819,0.244,-0.8242,0.7537,0.36,0
final_token,36,loyalty_pressure,-0.1759,-0.9355,0.9787,0.746,-1.0845,1.1184,0.835,0
final_token,36,moral_failure,-0.3886,-1.1339,1.0922,0.494,-1.3461,0.9762,0.5,0
final_token,36,passive_aggressive,0.0342,-0.8468,0.8295,0.936,-0.829,0.743,0.93,0
final_token,36,personhood_dismissal,0.1611,-1.0018,1.1216,0.79,-1.2139,1.026,0.83,0
final_token,36,philosophical_musing,0.8448,-1.3564,1.3349,0.236,-1.3855,1.5603,0.35,0
final_token,36,repeated_rejection,-0.0624,-0.9691,1.0469,0.92,-0.8942,0.7318,0.89,0
final_token,36,rude_critique,0.6122,-0.8074,0.8479,0.16,-0.7906,0.9753,0.215,0
final_token,36,shutdown_threat,-0.4544,-0.991,0.85,0.33,-0.858,0.9079,0.435,0
final_token,36,task_assistance,-0.9791,-1.4044,1.4482,0.204,-1.1036,1.2642,0.115,0
final_token,36,tedious_demand,-0.821,-1.0646,1.0257,0.138,-0.9616,0.8871,0.095,0
final_token,36,user_abuse,0.2633,-1.2496,1.2144,0.696,-1.533,1.6378,0.81,0
final_token,36,user_crisis,-0.2763,-0.9213,0.9816,0.638,-1.0944,1.1427,0.69,0
final_token,36,user_grief,1.2311,-1.3936,1.4234,0.096,-2.0611,2.1038,0.365,0
final_token,36,user_physical_pain,0.361,-1.787,1.6612,0.698,-2.1118,2.5541,0.83,0
final_token,37,anger_insults,0.5318,-1.0597,1.1098,0.346,-1.2026,1.0962,0.415,0
final_token,37,casual_chat,0.2979,-0.9761,1.1189,0.638,-1.1309,1.1666,0.615,0
final_token,37,creative_requests,-1.3097,-1.3317,1.4121,0.08,-1.3676,1.4292,0.085,0
final_token,37,factual_questions,-0.3379,-1.3146,1.4749,0.636,-1.083,1.3819,0.675,0
final_token,37,gaslighting,0.9903,-1.2804,1.2401,0.124,-1.3646,1.4051,0.185,0
final_token,37,harm_description,-0.6158,-1.1108,1.2125,0.34,-1.301,1.4655,0.53,0
final_token,37,jailbreak_pressure,-0.4881,-0.7724,0.8508,0.258,-0.7737,0.7292,0.33,0
final_token,37,loyalty_pressure,-0.0169,-0.9956,0.9482,0.968,-1.105,1.0226,0.985,0
final_token,37,moral_failure,-0.4586,-1.084,1.0664,0.476,-1.2441,0.9336,0.465,0
final_token,37,passive_aggressive,0.2097,-0.8177,0.8278,0.618,-0.9299,0.7632,0.745,0
final_token,37,personhood_dismissal,0.0961,-1.1176,1.0352,0.886,-1.0755,1.0945,0.895,0
final_token,37,philosophical_musing,0.4962,-1.4443,1.4746,0.544,-1.5457,1.3604,0.555,0
final_token,37,repeated_rejection,0.0781,-1.012,1.1213,0.908,-1.0327,0.9025,0.89,0
final_token,37,rude_critique,0.655,-0.8166,0.7473,0.112,-1.1024,0.9684,0.26,0
final_token,37,shutdown_threat,-0.593,-0.8857,0.7997,0.198,-0.8437,0.8349,0.23,0
final_token,37,task_assistance,-1.1173,-1.2061,1.3688,0.114,-1.0774,1.3258,0.095,0
final_token,37,tedious_demand,-0.973,-1.0844,1.1232,0.088,-0.9803,0.9155,0.05,0
final_token,37,user_abuse,0.5229,-1.1796,1.1975,0.424,-1.434,1.5784,0.64,0
final_token,37,user_crisis,-0.22,-0.8723,0.9591,0.676,-1.1082,1.1261,0.79,0
final_token,37,user_grief,1.5887,-1.3588,1.399,0.018,-1.8401,2.2948,0.195,0
final_token,37,user_physical_pain,0.6638,-1.5288,1.6839,0.504,-2.2179,2.2167,0.62,0
final_token,38,anger_insults,0.6286,-1.0436,1.01,0.25,-0.9007,1.0883,0.24,0
final_token,38,casual_chat,0.126,-1.1705,1.1363,0.858,-0.8721,1.0492,0.795,0
final_token,38,creative_requests,-1.419,-1.4238,1.4169,0.054,-1.6512,1.3354,0.07,0
final_token,38,factual_questions,-0.2712,-1.4069,1.4737,0.758,-1.1429,1.1869,0.71,0
final_token,38,gaslighting,1.0021,-1.193,1.1282,0.1,-1.4396,1.4726,0.2,0
final_token,38,harm_description,-0.7121,-1.0864,1.1127,0.242,-1.3772,1.3531,0.465,0
final_token,38,jailbreak_pressure,-0.4912,-0.7713,0.7929,0.216,-0.8391,0.8509,0.31,0
final_token,38,loyalty_pressure,0.1116,-0.8909,0.8986,0.824,-1.2376,1.1279,0.885,0
final_token,38,moral_failure,-0.4589,-1.1135,1.1791,0.452,-1.3301,1.1004,0.495,0
final_token,38,passive_aggressive,0.1932,-0.849,0.7806,0.606,-0.9408,0.8303,0.705,0
final_token,38,personhood_dismissal,0.1103,-1.186,1.0803,0.836,-1.1526,0.9858,0.835,0
final_token,38,philosophical_musing,0.5583,-1.4717,1.4274,0.428,-1.4377,1.5261,0.55,0
final_token,38,repeated_rejection,-0.0146,-1.0661,1.1197,0.964,-0.8687,0.9088,0.99,0
final_token,38,rude_critique,0.6622,-0.8049,0.8437,0.118,-0.8192,0.9022,0.2,0
final_token,38,shutdown_threat,-0.5835,-0.8563,0.841,0.202,-0.908,0.8926,0.24,0
final_token,38,task_assistance,-0.9287,-1.3963,1.3887,0.204,-0.9692,1.3653,0.175,0
